title,description,creator,contributors,source,date,date is approximate,subject,location,latitude,longitude,identifier,rights,rightsstatement,type,format,format-original,language,file name,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Truck hauling logs to edge of Fleener property.,"Logs from """"the picnic area"""" at the edge of the Fleener property (old Burt Ayer property) at end of present day Fleener Road.",,Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,automobile; logs; outdoors; lumber,United States -- Idaho -- Latah County -- Moscow,46.789852,-117.034424,CH_FleenerD_026,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/590,590,591.jp2,/lcheritage/image/591.jp2,lcheritage590
Fleener combine rides.,Looking east. Craig Fleener giving combine rides to Carol Fleener and unknown youth. Willow trees in background in draw of the fields were later removed by Craig Fleener.,,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,combines; harvesting; farming; farmers; farming equipment,United States -- Idaho -- Latah County -- Moscow,46.789377,-117.030682,CH_FleenerD_022,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/591,591,592.jp2,/lcheritage/image/592.jp2,lcheritage591
Tim Fleener and logging truck,Tim Fleener and his Peterbilt logging truck.,,Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,logging; truck; outdoors; portraits,United States -- Idaho -- Latah County -- Moscow,46.795647,-117.023193,CH_FleenerD_027,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/592,592,593.jp2,/lcheritage/image/593.jp2,lcheritage592
Fleener Combines,"Gleaner 1972 GH (predecessor to MH series) and pair of MH2s at the Fleener Deary, Idaho property. Oats in foreground.","Fleener, Loyal Ivan",Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,combines; fields; oats,United States -- Idaho -- Latah County -- Moscow,46.791128,-117.031974,CH_FleenerD_028,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/593,593,594.jp2,/lcheritage/image/594.jp2,lcheritage593
Tipped over logging truck,"Tim Fleener tipped his logging truck over outside of Deary, Idaho. Fleener family Droutt loader helping to right truck.",,Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,logging; truck; forests; road,United States -- Idaho -- Latah County -- Deary,46.79754,-116.576213,CH_FleenerD_029,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/594,594,595.jp2,/lcheritage/image/595.jp2,lcheritage594
Tim Fleener on dirt bike,"Tim Fleener competing at the Fossil bowl at Clarkia, Idaho.",,Dusty Fleener,Joyce Fleener family photo album,1983-01-01,Yes,motocross; sports; forest,United States -- Idaho -- Shoshone County -- Clarkia,46.989419,-116.276682,CH_FleenerD_030,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/595,595,596.jp2,/lcheritage/image/596.jp2,lcheritage595
Tim Fleener and tipped over logging truck,Tim Fleener tipped his logging truck over. Fleener family Droutt loader helping to right truck.,,Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,logging; truck; road; forest,United States -- Idaho -- Latah County -- Deary,46.782231,-116.613483,CH_FleenerD_031,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/596,596,597.jp2,/lcheritage/image/597.jp2,lcheritage596
Tim Fleener racing dirt bikes,"Tim Fleener racing motorbikes at Clarkia, Idaho.",,Dusty Fleener,Joyce Fleener family photo album,1983-01-01,Yes,group portraits; motocross; race; bikes; forest,United States -- Idaho -- Shoshone County -- Clarkia,46.990136,-116.277283,CH_FleenerD_032,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/597,597,598.jp2,/lcheritage/image/598.jp2,lcheritage597
Dora Otter Fleener working on her memoirs,Photo taken at Dora Otter Fleener's apartment in Latah Care Center while she was in the process of writing her memoirs.,,Dusty Fleener,Joyce Fleener family photo album,1980-01-01,Yes,portraits; desk; memoirs,United States -- Idaho -- Latah County -- Moscow,46.73973,-116.972079,CH_FleenerD_033,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/598,598,599.jp2,/lcheritage/image/599.jp2,lcheritage598
Fleener home,Loyal Fleener stands for a photograph in front of the Fleener home.,,Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,outdoors; surface building,United States -- Idaho -- Latah County -- Moscow,46.789646,-117.03117,CH_FleenerD_034,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/599,599,600.jp2,/lcheritage/image/600.jp2,lcheritage599
Briney family photo,"Photo taken with Vernon and Alice Briney with all of their grandchildren. Names read as subjects appear, left to right: Fleener, Phillip; Fleener, Juanita; Peck, Diane; Briney, Suzie; Briney, Vernon; Briney, Sandy; Peck, Wanda; Peck, Jim; Fleener, Timothy; Briney,  Alice; Fleener, Craig; Peck, Scott; Peck, Tina; Peck, Vonnie.",,Dusty Fleener,Joyce Fleener family photo album,1967-01-01,Yes,group portrait,United States -- Idaho -- Kootenai County -- Coeur d'Alene,47.692955,-116.794366,CH_FleenerD_035,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/600,600,601.jp2,/lcheritage/image/601.jp2,lcheritage600
Fleener family photo [2],"Family photo of the Fleener family. Names read as subjects appear, left to right: Fleener, Craig; Joyce Fleener, Marva; Fleener, Phillip; Fleener, Loyal Ivan; Fleener,  Juanita Kay; Fleener, Timothy.",,Dusty Fleener,Joyce Fleener family photo album,1970-01-01,Yes,families; forests;,United States -- Idaho -- Kootenai County -- Coeur d'Alene,47.694544,-116.740953,CH_FleenerD_036,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/601,601,602.jp2,/lcheritage/image/602.jp2,lcheritage601
25th anniversary celebration,Vernon and Alice Briney posing for photos in front of their cake at their 25th anniversary celebration.,,Dusty Fleener,Joyce Fleener family photo album,1955-01-01,Yes,group portraits; anniversary; wedding,United States -- Idaho -- Kootenai County -- Hayden,47.754724,-116.793666,CH_FleenerD_037,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/602,602,603.jp2,/lcheritage/image/603.jp2,lcheritage602
Unknown cat,Picutre of an unknown cat.,,Dusty Fleener,Joyce Fleener family photo album,1950-01-01,Yes,portraits; animal,United States -- Idaho -- Latah County -- Moscow,46.789397,-117.031817,CH_FleenerD_038,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/603,603,604.jp2,/lcheritage/image/604.jp2,lcheritage603
Briney homestead,"View of Vernon and Alice Briney homestead. The cleared fields that are in the background formerly contained cherry orchards. The Briney family would sell cherries to a canning facility in Post Falls, ID. They would take the back seat out of the car in the driveway to load cherry lugs, boxes approximately the size of what sweet cherries come in today, to take to the canning facility. Buildings, cars, and a haystack can be seen sitting on the lot.",,Dusty Fleener,Joyce Fleener family photo album,1943-01-01,Yes,ariel view; fields; surface buildings; roads,United States -- Idaho -- Kootenai County -- Coeur d'Alene,47.715818,-116.750425,CH_FleenerD_040,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/604,604,605.jp2,/lcheritage/image/605.jp2,lcheritage604
Fleener family photo [3],"The Fleener family posing for a photo, while sitting on the steps leading up to their house. Names read as subjects appear, left to right: Fleener, Loyal Ivan; Fleener, Craig Loyal; Fleener, Timothy Paul; Fleener, Marva Joyce.",,Dusty Fleener,Joyce Fleener family photo album,1959-01-01,Yes,group portraits; children,United States -- Idaho -- Latah County -- Moscow,46.733827,-116.991895,CH_FleenerD_041,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/605,605,606.jp2,/lcheritage/image/606.jp2,lcheritage605
Cletrac tractor,View of Loyal Fleener's Cletrac Tractor.,,Dusty Fleener,Joyce Fleener family photo album,1950-01-01,Yes,tractor; farm,United States -- Idaho -- Latah County -- Moscow,46.789633,-117.03303,CH_FleenerD_039,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/606,606,607.jp2,/lcheritage/image/607.jp2,lcheritage606
Abandoned Butterfield home,"View of an abandoned home. Papers were found inside which were labeled """"Butterfield"""", so this home is thought to have been occupied by the Butterfield family. The home was located at the end of present day Fleener road. There is also a hand-dug well right inside the front door, so that you would not have to go outside to hand pump your water. The structure was removed from Fleener property via fire by Phillip Fleener. The photo was taken while looking south, and the Alan Gillespie family field can be seen in the  background.",,Dusty Fleener,Joyce Fleener family photo album,1965-01-01,Yes,houses; surface buildings; fields,United States -- Idaho -- Latah County -- Moscow,46.797822,-117.026497,CH_FleenerD_042,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/607,607,608.jp2,/lcheritage/image/608.jp2,lcheritage607
