objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path
priestlake93,"The Idaho Inn. Coolin, Idaho","People standing on the porch of the Idaho Inn in Coolin, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1900,y,,hotels (public accommodations);people;buildings;structures,48.481355,-116.84755,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-17,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/93,93,183.jp2,/priestlake/image/183.jp2
priestlake231,Three Beardmore teams pulling logs,Three Beardmore teams pulling logs after a timber harvest. Donated by Viv Beardmore through Priest Lake Museum.,1928,y,,horses;loggers;logging;timber,48.191477,-116.899477,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-17,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/231,231,307.jp2,/priestlake/image/307.jp2
priestlake83,Three Indigenous girls in front of the Idaho Hotel,"Three Indigenous girls in standing outside the Idaho Hotel. Coolin, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1937,,,children;hotels (public accommodations);horse-drawn vehicles;indigenous peoples,48.475403,-116.847069,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-10,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/83,83,174.jp2,/priestlake/image/174.jp2
priestlake373,Three men camping,Three men inside a tent. A gun rack can be seen in the background. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1926,y,,tents (portable buildings);interior spaces;camping,48.576009,-116.921225,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-26,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/373,373,93.jp2,/priestlake/image/93.jp2
priestlake137,Three men in winter,Three men standing in the middle of a snow-covered road in the forest.,1920,y,,roads;winter;snow;people,48.471064,-116.801126,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-23-03,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,7 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/137,137,222.jp2,/priestlake/image/222.jp2
priestlake22,Three men on a barge,Three men on a barge pushed by the launch Firefly.,1950,y,,barges;boats;lakes (bodies of water);mountains,48.53556,-116.891012,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-15-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/22,22,119.jp2,/priestlake/image/119.jp2
priestlake196,Timber harvest,Five men standing on a load of logs being drawn through the snow by two horses. More people can be seen in the background.,1929,y,,horse-drawn vehicles;lumber (timbers);logging;winter,48.477067,-116.834428,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-32-01a,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/196,196,276.jp2,/priestlake/image/276.jp2
priestlake124,Tipis at Soldier Creek,View of tipi structures along Soldier Creek which flows into Priest Lake. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.,1913,,,rivers;tipis (portable buildings);camp,48.503291,-116.838334,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-29,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/124,124,210.jp2,/priestlake/image/210.jp2
priestlake18,Tony Lemley on homestead at Outlet Bay,"Tony Lemley at his homestead at Outlet Bay in Priest Lake, Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1936,y,,people;homestead;lakes,48.492958,-116.895615,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-49,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/18,18,115.jp2,/priestlake/image/115.jp2
priestlake188,Trapper building a fire,Trapper building a fire in front of a lean-to shelter during the winter.,1925,y,,trappers;camping;shelter;winter,48.764306,-116.859941,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-31-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/188,188,269.jp2,/priestlake/image/269.jp2
