file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,standardized-rights,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid
,Cascade Dam Has Not Been Vetoed; Rumors Are Wrong Officals Say,Cascade News,Announcement that the rumors that President Roosevelt had vetoed the bill which included appropriatoins for the Cascade dam are without foundation.,1940-05-24,,,,Cascade Dam; New Deal,McCall Public Library,Valley County;Cascade,44.513106,-116.032558,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_05_24,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1636,1636,1637.pdf,/cccidaho/image/1637.pdf,cccidaho1636
,CCC Worker loses Life by Drowning,Cascade News,"Short article about CCC worker Ambrose Mitchell, who drowned in Warm Lake after his boat capsized.",1939-08-04,,,,death,McCall Public Library,Valley County;Warm Lake,44.653053,-115.667063,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_08_04,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1637,1637,1638.pdf,/cccidaho/image/1638.pdf,cccidaho1637
,Fire Season Starts in Valley County; 500 Fighters Busy,Cascade News,Article about the increase in fires in Valley County because of the recent heat wave.,1940-06-21,,,,firefighting and prevention; forest fires,McCall Public Library,"Valley County;Payette National Forest;McCall, Idaho",44.995137,-115.779425,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_06_21,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1638,1638,1639.pdf,/cccidaho/image/1639.pdf,cccidaho1638
,Dam Approved by President; Construction Sure,Cascade News,Article explaining the presidential approval of the bill that will make the construction of the Cascade dam assured.,1940-07-05,,,,Cascade Dam; New Deal,McCall Public Library,Valley County;Cascade,44.510396,-116.028577,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_07_05,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1639,1639,1640.pdf,/cccidaho/image/1640.pdf,cccidaho1639
,"Huge Fire Levels McCall Sawmill, Other Buildings; Damage Estimated Close to $100,000",Cascade News,"Article about a fire that started in the boiler room of a mill and spread throughout the town, destroying the Brown sawmill and causing nearly $100,000 in damage.",1940-07-19,,,,firefighting and prevention,McCall Public Library,"Valley County;McCall, Idaho",44.895844,-116.082886,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_07_19a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1640,1640,1641.pdf,/cccidaho/image/1641.pdf,cccidaho1640
,Payette Forest Service Expects Busy Season; 29 Fires Reported,Cascade News,"Column about the rising number of forest fires in the Payette Forest, 19 caused by lightning and 10 by people.",1940-07-19,,,,firefighting and prevention,McCall Public Library,"Valley County;Payette National Forest;McCall, Idaho",45.137819,-115.88432,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_07_19b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1641,1641,1642.pdf,/cccidaho/image/1642.pdf,cccidaho1641
,Forest Man Hurt in Fall From Pole; Flown to Boise,Cascade News,"Article about Elk Creek ranger station guard Carl H. Johnson, 21, who was flown to Boise for medical attention after falling from a tree while repairing a telephone line.",1940-08-02,,,,injury and illness,McCall Public Library,"Valley County;McCall, Idaho;Payette National Forest;Elk Creek Ranger Station",45.776907,-115.460753,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_08_02a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1642,1642,1643.pdf,/cccidaho/image/1643.pdf,cccidaho1642
,Forest fighters Stop Payette Blaze after 1500 Acres of Timber Destroyed Near Garden Valley,Cascade News,"Front page announcement that nearly 450 firefighters had finally gotten the Garden Valley blaze, which had burned 1500 acres, under control.",1940-08-02,,,,injury and illness,McCall Public Library,"Valley County;Payette National Forest;McCall, Idaho",44.117427,-115.89935,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_08_02b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1643,1643,1644.pdf,/cccidaho/image/1644.pdf,cccidaho1643
,"Many Enjoy Boxing, Wreslting At Ross Pea Camp Each Week",Cascade News,"Recap of boxing and wrestling matches that were held at the 500-seat arena at Pea Camp, two miles east of MacGregor.",1940-08-02,,,,recreation and entertainment; Pea Camp-1; Valley County,McCall Public Library,"Valley County;McCall, Idaho",44.888438,-116.04593,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_08_02c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1644,1644,1645.pdf,/cccidaho/image/1645.pdf,cccidaho1644
,Forest Fire Burns 600 Acres Near Sulphur Creek,Cascade News,"Article about a forest fire that spread over 600 acres in five days, eventually extinguished by 125 CCC workers and 200 civilian firefighters.",1940-08-16,,,,firefighting and prevention; forest fires,McCall Public Library,"Valley County;McCall, Idaho;Payette National Forest;Sulphur Creek",44.577733,-115.498993,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_08_16,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1645,1645,1646.pdf,/cccidaho/image/1646.pdf,cccidaho1645
,43 Fires Controlled by Payette Forest in Past Seven Days,Cascade News,"Column describing this summer as the summer of fires, as 90 blazes, most within a seven-day period, have kept 1200 fighters busy while buring over 2000 acres of woodland.",1940-08-30,,,,firefighting and prevention; forest fires,McCall Public Library,"Valley County;Payette National Forest;McCall, Idaho",45.14039,-115.887401,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_08_30,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1646,1646,1647.pdf,/cccidaho/image/1647.pdf,cccidaho1646
,Rural Electricity in Long Valley Foreseen Soon,Cascade News,"Announcement that a new group called the Long Valley Cooperative, Inc. has been formed for the purpose of obtaining government assistance in using electrical power.",1940-09-06,,,,rural electrification; New Deal,McCall Public Library,Valley County;Smiths Ferry,44.335368,-116.086299,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_09_06,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1647,1647,1648.pdf,/cccidaho/image/1648.pdf,cccidaho1647
,"Sulphur Creek Forest Fire Subdued at Cost of $4,300; 350 Men Employed",Cascade News,"Article about CCC men who subdued the Sulphur Creek fire, a blaze that destroyed approximately $4,300 worth of property.",1939-08-11,,,,firefighting and prevention; employment,McCall Public Library,"Valley County;McCall, Idaho;Payette National Forest;Sulphur Creek",44.547564,-115.369643,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_08_11a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1648,1648,1649.pdf,/cccidaho/image/1649.pdf,cccidaho1648
,Food Stamp Plan for Local Relief to be Used Here,Cascade News,"Announcement that Valley county has been selected as the newest area to feature the Food Order Stamp Plan, a plan of food distribution.",1940-09-27,,,,food stamps; New Deal,McCall Public Library,Valley County;Cascade,44.511134,-116.041123,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_09_27,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1649,1649,1650.pdf,/cccidaho/image/1650.pdf,cccidaho1649
,Food Stamp Plan will be Used in Valley County,Cascade News,"Announcement that more counties will be included for the food stamp plan, including Adams, Ada, Boise, Canyon, Elmore, Gem, Owyhee and Payette counties.",1940-10-04,,,,food stamps; New Deal,McCall Public Library,Valley County;Cascade,44.509597,-116.037684,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_10_04a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1650,1650,1651.pdf,/cccidaho/image/1651.pdf,cccidaho1650
,Valley County Men Register for Draft on October 16th,Cascade News,Article about the new process in which men register for the draft at each local voting precinct.,1940-10-04,,,,military service,McCall Public Library,Valley County;Cascade,44.502809,-116.035547,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_10_04b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1651,1651,1652.pdf,/cccidaho/image/1652.pdf,cccidaho1651
,Electrical Engineer for Rural Project to Arrive Soon,Cascade News,"Article about the Long Valley Power Cooperative's hiring of Norman Mackenzie, a consulting engineer who will survey and map Valley county for the proposed Rural Electrification Project.",1940-10-04,,,,rural electrification; New Deal,McCall Public Library,Valley County;Donnelly,44.727513,-116.078146,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_10_04c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1652,1652,1653.pdf,/cccidaho/image/1653.pdf,cccidaho1652
,Defense Program Delays Building of Cascade Dam,Cascade News,Article stating that the problematic Cascade dam project will be delayed again because of the government's decision to put more interest in the defense program.,1940-10-11,,,,Cascade Dam; New Deal; Defense Program; national defense,McCall Public Library,Valley County;Cascade,44.520994,-116.035054,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_10_11,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1653,1653,1654.pdf,/cccidaho/image/1654.pdf,cccidaho1653
