title,creator,description,date,subject,source,ids,publisher,format-original,type,format,location,latitude,longitude,object-id
Fisherman to Oppose Dam,,The Oregon Fish Commission opposed construction at this time any dam in the middle of Snake River which would block salmon runs.,11/18/1953,Oregon Fish Commission; Opposed; Construction; Snake River; Salmon;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-106,Union Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,933
An Eye Out ... around Orofino,,The story of Bruce's Eddy dam,10/18/1962,Bruce's Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-086,Clearwater Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,893
Engineers to Study 8 Sites,,The Walla Walla district office of the Army Engineers has started new surveys of eight hydroelectric dam sites in the middle Snake River,8/25/1953,Walla Walla; Army Engineers; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-109,Pasco Tri City Herald,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,939
Clearwater dam boosters,Water Resources Committee,The Water Resources Committee of Orofino calls for members to send information that supports the construction of Bruce's Eddy to Washington DC,7/2/1968,"Bruces Eddy; Orofino, Idaho; Clearwater Resources Committee;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-055,,,text,application/pdf,Dworshak Dam (Idaho),,,483
A.B. Curtis Project,,"These are clippings and a map, that are listed in the photo series",3/20/1985,Map; Bert Curtis;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-140,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,988
A.B. Curtis Project,,"These are clippings and a map, that are listed in the photo series",3/20/1985,Map; Bert Curtis;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-141,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,990
Dworshak Dam Project 18 (Boom Rock),,"This place is called Boom Rock or better known as Little Canyon - on N. Fk. of Clearwater River. This will be location of Dent bridge. Note on back: 'Upstream from the dam we planned a bridge crossing of the pool and later you will see this bridge. Here the men are testing the bedrock and support to see if it is good enough to hand a high bridge to. The bridge will be 610 ft. above the river bottom. From this you will be able to see what the country looked like before the lake. Of course, this will never be seen in our lifetime unless somebody blasts the dam out! This place is called Boom Rock or better known as Little Canyon on the North Fork of Clearwater River. Location of Dent Bridge. (A.B. Curtis)'",1967, Dent bridge; Boom Rock; Little Canyon; North Fork; Clearwater River; 1967,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00711,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,719
Dworshak Dam Project 4 (New road),,"This shows a new road the Army built up the North Fork from Ahsahka so as to get to the base of the construction. Note on back: 'There was a county road on the opposite bank from this. This road was built on the south bank. Note here the land clearing has started at elevation 1605 above sea level.'",1965,  road; North Fork; Ahsahka; Army; construction; south bank,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00697,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,660
Dworshak Dam Project 5 (Coffer dam),,This shows the start on the lower end of the diversion tunnel and a coffer dam being built so as to permit the dam construction,1965,  lower; diversion tunnel; coffer dam; construction,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00698,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,673
Radio transcript,"Thomas, Don","Thomas objects to the Corps of Engineers proposal to build Dykes around Lewiston, Idaho.",9/28/1971,,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-052,,,text,application/pdf,Dworshak Dam (Idaho),,,479
Dworshak Dam Project 78 (Towers),"Curtis, A.B. Orofino","Towers that work back & forth like a yo yo to hold the main gut, (4 1/2' cable) that carries the 8 yd. concrete buckets for placement.",1968,  towers; yo yo; gut; cable; concrete buckets,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00829,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.51776,-116.299489,564
Army Engineers Begin Checking Sites for Dams,,"Two crews started a survey of a dam site about four miles above Kooskia on the Clearwater River, as potential flood-control dam site",9/3/1953,Survey; Clearwater River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-114,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,949
Two Lower Snake Dams Would Permit Lewiston Barge  Travel,,Two Lower Snake Dams Would Permit Lewiston Barge  Travel,10/17/1953,Snake Dam; Lewiston; Barge;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-050,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,825
New Deputy Director of Civil Works,"Tyson, Max and Department of the Army","Tyson sends a note to Curtis, informing him of the appointment of Colonel Richard H. Groves",1/16/1969,"bert curtis; Tyson, Max; Cros of Engineers; Groves, Richard H.;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-040,,,text,application/pdf,Dworshak Dam (Idaho),,,419
Timber negotiations,"Tysor, Max K.",Tysor and Bradbury negotiate the price the government is willing to pay to clear timber from the Dworshak Reservior site,3/12/1965, Timber; Dworshak Reservior;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-061,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,155
Letter from the Corps of Engineers,"Tysor, Max K.",Tysor discusses dedication ceremonies for the Dent and Grandad Bridges,5/14/1971,"bert curtis; Tysor, Max K.;  Corps of Engineers; Dent Bridge; Grandad Bridge;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-073,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,189
Letter from the Corps of Engineers,"Tysor, Max K.",Tysor discusses the completion of the dam.,4/15/1971,"bert curtis; Tysor, Max K.;  Corps of Engineers; New York Times;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-070,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,174
Letter from the Corps of Engineers,"Tysor, Max K.",Tysor responds to a speech Bert Curtis delivered in Priest Lake,6/24/1970,"bert curtis; Tysor, Max K.;  Corps of Engineers;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-067,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,170
Letter from the Corps of Engineers,"Tysor, Max K.",Tysor weighs in on the problems with obtaining public lands for the reservior,2/2/1970,"bert curtis; Tysor, Max K.;  Corps of Engineers;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-066,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,168
Orofino Mayor Raps Federal Plan to Buy More Land,,"U.S. Army Corps of Engineers has already acquired 40,00 acres of land along the river",6/2/1969,U.S. Army Corps; Engineers;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-069,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,861
Wildlife Men Left in Dark of Dam Plans,,U.S. Fish and Wildlife Service representatives did not know the nature of Penny Cliffs and Bruce's Eddy dam until they arrived,1/11/1954,Dams; Wildlife; Proposed;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-018,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,761
"Senate, House Conferees Still Deadlocked Over Rivers Bill",,U.S. Senate and House of Representatives remained deadlocked over controversial projects in an omnibus river development bill.,10/11/1962,U.S. Senate; House of Representatives; Bill;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-137,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,982
"Bruce's Eddy Dam Called 'Most Urgently' Needed",,Urgently needed project is the Bruce's Eddy dam.,7/23/1958,Urgent; Bruce's Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-060,Spokesman Review,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,843
How dare you flood my birthplace!,"Verge, Ruby","Verge informs Curtis [?] of a note on the Dworshak [?] register from a man from Dent, Idaho",8/4/1970," Dent; Verge, Ruby; Curtis, Bert","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-044,,,text,application/pdf,Dworshak Dam (Idaho),,,438
Dworshak Dam Project 62 (Proposed pool),,"View of the project showing clearing operations around the proposed pool, elevation 1605 is the top of the clearing.",1966,  clearing operations; proposed pool; elevation 1605; top of clearing; project view,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00793,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,548
Lewiston CC Backs Clearwater Dams--If Ice Harbor Gets Priority,,Water storage dams on the Clearwater River will be given neighborly support,10/27/1953,Dams; Water storage; Clearwater; River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-057,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,839
Dam Seen As Aid to L-C Highway,,What should come first either the Dam or a new highway,12/23/1953,Dam; Lewis-Clark Highway;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-010,Lewiston Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,745
Walla Walla Chamber of Commerce,"Whitney, Robert and Robert A. Louson",Whitney and Loudon thank Bert Curtis for a tour of the Dworshak Dam and Fish Hatchery,6/16/1971,"bert curtis;  Dworshak fish hatchery; Walla Walla Chamber of Commerce; Whitney, Robert; Loudon, Robert A.;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-075,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,193
"Wildlife Committees Oppose Dams on Clearwater, Cut in Fish Limit",,Wildlife committee opposes Dams on Clearwater,1/10/1954,Dams; Wildlife; Proposed;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-017,Idaho Daily Statesman,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,759
Wildlife Meet to Declare Stand on Proposed Dams,,Wildlife declares stand on proposed dam,1/10/1954,Dams; Wildlife; Proposed;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-016,Idaho Daily Statesman,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,757
Wildlife Federation Opposes Change to Creel Limit on Trout,,Wildlife federation opposed change for the creel limit on trout,1/11/1954,Wildlife; Trout;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-020,Idaho Daily Statesman,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,765
