title,description,creator,donor,contributor,date,date is approximate,subject,country,state,county,city,latitude,longitude,relation,publisher,source,identifier,rights,rightsstatement,format original,type,format,language,filename,oclc number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Sawmill Employees Displaying White Pine,A photograph of sawmill employees showing off a nice Idaho White Pine board. IWP match stock drying behind the man on the right.,,,Potlatch Historical Society,1920,yes,Idaho White Pine,United States,Idaho,Latah County,Potlatch,46.787109,-116.17574,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_58,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/591,591,225.jp2,/phs/image/225.jp2,phs591
Sawmill Foundation,A photograph of the 194 concrete foundation piers that went 14 feet below grade courtesy of the Potlatch Corporation.,,,Potlatch Historical Society,1905-05-21,,Sawmill Foundation,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_46,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/899,899,502.jp2,/phs/image/502.jp2,phs899
Sawmill Interior [1],A photograph of the sawmill interior courtesy of the Potlatch Corporation.,,,Potlatch Historical Society,1913,yes,Sawmill Interior,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_01b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/694,694,318.jp2,/phs/image/318.jp2,phs694
Sawmill Interior [2],A photograph of the inside of Potlatch Sawmill looking towards the head rigs with excellent detail of the roof.,,,Potlatch Historical Society,1920,yes,Sawmill; lumber,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_36,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/809,809,421.jp2,/phs/image/421.jp2,phs809
Sawmill Interior Around Edgers,A photograph of the sawmill interior around edgers.,,,Potlatch Historical Society,1915,yes,Sawmill Interior,United States,Idaho,Latah County,Potlatch,46.922281,-116.01683,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_27b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/736,736,356.jp2,/phs/image/356.jp2,phs736
Sawmill Operations,A view over some of the machinery at the sawmill.,,,Potlatch Historical Society,1955,yes,machinery; outdoors; sawmill,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Later Photos, Potlatch Historical Society",LaterPhotos_p013a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/366,366,1328.jp2,/phs/image/1328.jp2,phs366
Sawmill Planer Dry Kilns,A photograph of the Planer and a battery of 12 Northwest Blower dry kilns that were 121 feet long. Behind is a view of Elk Butte.,,,Potlatch Historical Society,1920,yes,Planer Mill,United States,Idaho,Latah County,Potlatch,46.786661,-116.174416,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_59,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/592,592,226.jp2,/phs/image/226.jp2,phs592
Sawmill Plant,A photograph of the Potlatch Lumber Company from the East,,,Potlatch Historical Society,1915,yes,Sawmill; Buildings,United States,Idaho,Latah County,Potlatch,46.92232,-116.902694,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_48a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/831,831,441.jp2,/phs/image/441.jp2,phs831
Sawmill Sign Language Dictionary,"The Dictionary of Sawmill Sign Language' by Dewey E. Lavoy, Sematoalogist, and Joe Flahive, Lexicographer, about the signs used for numbers.",,,Potlatch Historical Society,1955,yes,sign language; numbers; sawmill,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_71,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,text,application/pdf,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1099,1099,683.pdf,/phs/image/683.pdf,phs1099
Sawmill Sign Language Dictionary 2,"A second 'Dictionary of Sawmill Sign Language' by Dewey E. LaVoy, Sematologist, and Joe Flahive, Lexicographer, about signs used to tell time.",,,Potlatch Historical Society,1955,yes,sign language; time; sawmill,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_72,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1108,1108,691.jp2,/phs/image/691.jp2,phs1108
Sawmill Trimmer and Control Cage,A photograph of the sawmill trimmer and control cage.,,,Potlatch Historical Society,1915,yes,Sawmill Machinery,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_79a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/783,783,399.jp2,/phs/image/399.jp2,phs783
Sawmill Under Blanket of Snow,"A photograph of the Potlatch Lumber Company's sawmill in Elk River, Idaho under a blanket of snow.",,,Potlatch Historical Society,1911,yes,Sawmill Factories,United States,Idaho,Latah County,Potlatch,46.783719,-116.173882,Weyerhaeuser Tacoma,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_33,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/557,557,195.jp2,/phs/image/195.jp2,phs557
Sawmill View,A photograph of the sawmill at Potlatch Lumber Company.,,,Potlatch Historical Society,1913-08-01,yes,Sawmill; Lumber,United States,Idaho,Latah County,Potlatch,46.920714,-116.901153,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_35,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/808,808,420.jp2,/phs/image/420.jp2,phs808
Sawmill Views,A landscape of the sawmill in Potlatch.,,,Potlatch Historical Society,1915,yes,sawmill; lumber,United States,Idaho,Latah County,Potlatch,46.920222,-116.911426,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_46a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1061,1061,649.jp2,/phs/image/649.jp2,phs1061
Sawmill Watercolor Card,"This painting of a sawmill, with its glowing wigwam burner, was inspired by the scene of workers leaving a small northern Idaho mill at the end of their shift. Alf Dunn, University of Idaho Professor Emeritus of Art, created the watercolor. Bennett Lumber Products, Inc. has generously made the production of this card possible. The sale of this card, a fund-raising project of the Latah County Historical Society, helps us to preserve and interpret the heritage of Latah County.",,,Potlatch Historical Society,1945,yes,Sawmill Painting,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_09a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/508,508,150.jp2,/phs/image/150.jp2,phs508
Sawmill Watercolor Card Description,A description of the Sawmill Watercolor Card crediting the artist and those who made the production of the card possible.,,,Potlatch Historical Society,1945,yes,Painting Description,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_09b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/510,510,152.jp2,/phs/image/152.jp2,phs510
"Saws, Lumber Company, and Varnish Works","Letterheads for: Joshua Oldham & Sons band, circular, and gang saws; Potlatch Lumber Company; and Excelsior Varnish Works.",,,Potlatch Historical Society,1905-06-21,,saws; lumber; varnish; letterheads,United States,Idaho,Latah County,Potlatch,46.909174,-117.073362,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 1, Potlatch Historical Society",Letterhead_p021,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/481,481,1431.jp2,/phs/image/1431.jp2,phs481
