title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Oregon Coast,"Postcard of the Oregon coast looking south from Lookout Point near Oceanside, Oregon.",,photographic postcard,Wesley Andrews?,1932,coastlines;  shores (landforms); oceans; trees; mountains; utility poles; photographic postcards,Oceanside,Oregon,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_53_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,45.344515,-123.985054,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/742,742,743.jp2,/nwpostcards/image/743.jp2,nwpostcards742
"Trail, British Columbia.","Postcard of the town of Trail, British Columbia, Canada.",,photographic postcard,,1910,towns; buildings; rivers; bridges; mountains; trees; photographic postcards,Trail,British Columbia,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_200_01,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,49.097328,-117.710386,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/743,743,744.jp2,/nwpostcards/image/744.jp2,nwpostcards743
"Smelter, Trail, British Columbia.","Postcard of a smelter in Trail, British Columbia, Canada.",,photographic postcard,,1910,towns; buildings; trees; mountains; smelters (metalworking plants); photographic postcards,Trail,British Columbia,Heliotype Co. Ltd.,"Ottowa, Canada","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_201_01,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,49.095789,-117.715226,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/744,744,745.jp2,/nwpostcards/image/745.jp2,nwpostcards744
"Parliament Buildings, Victoria, British Columbia.","Postcard of Parliament buildings in Victoria, British Columbia, Canada.",,picture postcard,,1970,buildings; trees; boats; parliament buildings; picture postcards,Victoria,British Columbia,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_203_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,48.421718,-123.369621,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/745,745,746.jp2,/nwpostcards/image/746.jp2,nwpostcards745
Idaho's Farragut Park hosts first Boy Scout World Jamboree to be held in the Americas.,"Postcard of Boy Scouts posing next to a sign at Farragut Park, Idaho. | Some 12,000 Boy Scouts from 108 nations participated in the Jamboree on Lake Pend Oreille, August 1-9, 1967. These boys are from the following nations, L to R: England, Philippines, Indonesia, France, Canada, Jamaica, Sweden, U.S.A.",,photographic postcard,,1967,men; boys; trees; signs; state parks; photographic postcards,Athol,Idaho,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_300_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"6x9, color postcard",Image;StillImage,image/jpg,eng,47.960969,-116.575339,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/746,746,747.jp2,/nwpostcards/image/747.jp2,nwpostcards746
"Lincoln School, Jerome, Idaho","Postcard of a school building in Jerome, Idaho.",,photographic postcard,,1910,buildings; schools; trees; photographic postcards,Jerome,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_93_01a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,42.727158,-114.519264,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/747,747,748.jp2,/nwpostcards/image/748.jp2,nwpostcards747
Louise Sheryl Edmo. Bannock Shoshone. Miss Indian America XIX.,"Postcard of Louise Sheryl Edmo. | As Miss Indian America XIX, Louise is well qualified to represent the 800,000 Indians of the United States. Her public experience and knowledge of the problems of her people belie her age. This attractive eighteen-year-old has been a youth delegate to the White House Conference on aging, a delegate to the National Congress of American Indians, Anchorage, Alaska, first runner-up to the title of Miss National Congress of American Indians, besides numerous other recognitions. She plans to attend the University of Idaho to major in political science and pre-law. Louise was photographed in an original designed ceremonial dress of the Bannock tribe, with the Big Horn Mountains in the background. She will reign over the 1973 All American Indian Days and Miss Indian America pageant to be held in Sheridan, Wyoming, July 27, 28, 29.",,photographic postcard,Archie L. Nash,1973,Shoshone; women; trees; mountains; rivers; photographic postcards,Fort Hall,Idaho,Rangeland Photo Service,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_301_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,43.014564,-112.162478,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/748,748,749.jp2,/nwpostcards/image/749.jp2,nwpostcards748
"Nez Perce Indians, mounted on Appaloosa horse. Woman and child in cradleboard.","Postcard of a woman and child on horseback. | Full blood Nez Perce Indians mounted on an Appaloosa horse, with authentic trappings of late era.",,photographic postcard,D.E. Warren,1970,Nez Percé; women; horse trappings; Equus caballus (species); infants; trees; fields (land); buildings; photographic postcards,Orofino,Idaho,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_302_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,46.459708,-116.232569,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/749,749,750.jp2,/nwpostcards/image/750.jp2,nwpostcards749
Chief Whitecalf of the Blackfeet Reservation.,"Postcard of Chief Whitecalf of the Blackfeet Indian Reservation near Glacier, Montana.",,picture postcard,,1960,Blackfeet (Teton); dancing; men; picture postcards,Browning,Montana,Crandall Studio,"Moose, WY","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_302_01a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,48.727549,-112.616401,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/750,750,751.jp2,/nwpostcards/image/751.jp2,nwpostcards750
Agnes Deernose. A Crow Indian of the Yellowtail family.,Postcard of a Native American woman.|  A crow Indian of the Yellowtail family.,,photographic postcard,,1960,Crow (Native American style); women; photographic postcards,Crow Agency,Montana,Crandall Studio,"Moose, WY","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_304_01a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,45.605181,-107.460372,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/751,751,752.jp2,/nwpostcards/image/752.jp2,nwpostcards751
Crow mother with child in cradle board.,"Postcard of a mother and child, both of the Crow Nation of Montana. | Crow mother and papoose in carrier. This manner of baby tending has been used since early days and is still common among some tribes.",,photographic postcard,,1970,Crow (Native American style); women; infants; photographic postcards,Crow Agency,Montana,Crandall Studio,"Moose, WY","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_304_01b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,45.605181,-107.460372,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/752,752,753.jp2,/nwpostcards/image/753.jp2,nwpostcards752
Greetings from the Oregon Coast,Postcard of people on a beach on the Oregon coast.,,photographic postcard,,1970,coastlines;  shores (landforms); oceans; trees; mountains; flowers; men; women; beaches; photographic postcards,Cannon Beach,Oregon,Anderson Sundry Co.,"Portland, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_53_01a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,45.916602,-123.972541,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/753,753,754.jp2,/nwpostcards/image/754.jp2,nwpostcards753
