title,photographer,description,date,date_approximate,subject (lcsh),subject,location,latitude,longitude,source,identifier,rights,rights (standardized),type,format,language,moscow number,fs number,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Disposal of defective and unmerchantable hemlock and white fir to create shelterwood conditions favorable for establishment of white pine in advance of logging,Cowling,"Left: Blister Rust Office No. W-248-4. Disposal of defective and unmerchantable hemlock and white fir to create shelterwood conditions favorable for establishment of white pine in advance of logging. Western white pine stand 160 years of age, Tamarack Hill, Deception Creek Experimental Forest. Cowling, 8-38."" ""Right: Blister Rust Office No. W-248-5. Same as above but a south slope area as compared with the north slope area pictured above. South slope pre-logging disposal area, Deception Creek Experimental Forest. Cowling 8-38.",1938,,Tamarack Hill,,Tamarack Hill,47.73305556,-116.4816667,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TamarackHill01_02,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1398,"W-248-4, W-248-5",,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/749,749,774.jp2,/expforsav/image/774.jp2,expforsav749
The understory hemlock which has expanded its crown surface,Cowling,"A stand , 160 years of age, in the western white pine type in which the overwood of western white pine has been removed through attacks by beetles leaving the understory hemlock which has greatly expanded its crown surface since release. Tamarack Hill, Deception Creek Experimental Forest. Cowling 8-38.",1938-08-01,,Tamarack Hill,,Tamarack Hill,47.73305556,-116.4816667,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TamarackHill03,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1399,381760,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/750,750,775.jp2,/expforsav/image/775.jp2,expforsav750
View of piled slash from roadside clean-up work,"Wellner, Chuck A.","View of piled slash from roadside clean-up work along Tamarack Hill road, Deception Creek Experimental Forest. 9-9-36.",1936-09-09,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Tamarack Hill Road,,Kootenai County;Deception Creek Experimental Forest;Tamarack Hill Road,47.73305556,-116.4816667,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TamarackHill04,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1400,336583,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/751,751,776.jp2,/expforsav/image/776.jp2,expforsav751
Temporary cook-house,"Wellner, Chuck A.",Temporary cook-house at the Deception Creek Exp. For.  ERA tent camp in the background. Deception Creek Experimental Forest. 1935.,1935,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,Kootenai County;Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TempCookhouse,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1340,314115,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/752,752,777.jp2,/expforsav/image/777.jp2,expforsav752
Temporary office quarters,C.L. James,"Temporary office quarters made from portable sections, Deception Creek Experimental Forest. 1935.",1935,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,Kootenai County;Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TempOffice,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1341,314111,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/753,753,778.jp2,/expforsav/image/778.jp2,expforsav753
"J. A., Margaret, and Jennie, possibly at Iowa State University, where Margaret was a student","Larsen, J. A.","J. A., Margaret, and Jennie, possibly at Iowa State University, where Margaret was a student.",1940,y,United States--Iowa--Story County--Ames,,United States;Iowa;Story County;Ames,42.025978,-93.64694,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",The_Larsens,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,529,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/754,754,779.jp2,/expforsav/image/779.jp2,expforsav754
Bomb impacting after being dropped [01],,Bomb impacting after being dropped.,1965,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,Bonner County;Priest Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",AerialBombBlast,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/755,755,78.jp2,/expforsav/image/78.jp2,expforsav755
"Tierney's Cabin, burnt Cabin Creek, Coeur d'Alene NF","Haig, I.T.","Tierney's Cabin, Burnt Cabin Creek, Coeur d'Alene NF. Taken 1923 by I.T. Haig.",1923,,United States--Idaho--Shoshone County--Coeur d'Alene National Forest,,Shoshone County;Coeur d'Alene National Forest,47.77805556,-116.5,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TierneyCabin,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2497,184646,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/756,756,780.jp2,/expforsav/image/780.jp2,expforsav756
Giant Red Cedar - 128 Inches D.B.H. Standing in the upper Priest River Wilderness,"Weidman, R. H.","Giant Red Cedar - 128 Inches D.B.H. Standing in the upper Priest River Wilderness, Sec 14, T64N, R5W. Authenticated by Robert Weidman, Robert Marshall,. Gerhard Kempff. June 10, 1928. By R. Weidman.",1928,,United States--Idaho--Bonner County--Kaniksu National Forest,,Bonner County;Kaniksu National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TimberCedar01,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2521,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/757,757,781.jp2,/expforsav/image/781.jp2,expforsav757
"Disposal of inferior species, Crowder's Camp, Kaniksu NF. August, 1924","Munns, E.N.","Disposal of inferior species, Crowder's Camp, Kaniksu NF. August, 1924.",1924-08-01,yes,United States--Idaho--Bonner County--Kaniksu National Forest,,Bonner County;Kaniksu National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TimberCrowderCamp02,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2523,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/758,758,782.jp2,/expforsav/image/782.jp2,expforsav758
"View of cutting for cedar poles, Kaniksu NF","Lowdermilk, W.C.","View of cutting for cedar poles, Kaniksu National Forest.",1927,,United States--Idaho--Bonner County--Kaniksu National Forest,,Bonner County;Kaniksu National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TimberCedarPoles09,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2522,251423,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/759,759,783.jp2,/expforsav/image/783.jp2,expforsav759
"Prelogging disposal in Hannah Creek, Kaniksu National Forest",K.P. Davis,"Prelogging disposal in Hannah Creek, Kaniksu National Forest. The residual stand will be logged as soon as a reproduction stand is well established. Hemlock cut in stand improvement operation was alomost entirely defective. August 17, 1937.",1937-08-17,,United States--Idaho--Bonner County--Kaniksu National Forest,,Bonner County;Kaniksu National Forest,48.56972222,-116.9769444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",TimberHannahCk11,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2526,358302,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/760,760,784.jp2,/expforsav/image/784.jp2,expforsav760
