title,creator,editors,photographs,illustrations,graphic design,board of directors,date,date is approximate,description,subject,location,latitude,longitude,source,identifier,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Community News July 1994,Moscow Food Co-op,"Lindholdt, Paul",,"Ruth, Paula","Palmer, Pam","Harvey-Marose, Peg; Swett, Sarah; Rosenthal, Mare; Adams, Anne; Burns, Ari; Harvey, Jeanne; Pittenger, Dean; Tathum, Suzanne",1994-07,,,newsletters; cooperatives (business enterprises); arboretums; soup,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1994july,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/300,300,336.pdf,/moscowcoop/image/336.pdf,moscowcoop0301
Welcome to the Moscow Food Coop,Moscow Food Co-op,,,,,,,,,brochures; cooperatives(business enterprises); ; grocery,221 E. Third Street,46.73233,-116.99947,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",moscowfoodcoop-brochure2,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/301,301,256.pdf,/moscowcoop/image/256.pdf,moscowcoop0302
Community News March 2011,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Beck, Bill; Kuhle, Andrika; Vincent, Kimberly; Wilkinson, Donal; Bentley, Jamie; Mumford, Mark; Hagen-Zakarison Sheryl",2011-03,,,newsletters; cooperatives (business enterprises); sacks (generic containers); festivals (celebrations),121 East Fifth Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2011mar,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/302,302,10.pdf,/moscowcoop/image/10.pdf,moscowcoop0303
Community News May 1996,Moscow Food Co-op,"London, Bill",,,"Grinde, Kate","Becker, Mark; Harris, Melissa; Moffit, Chris; Reich, Vicki; Stannard, Sandy; Strand, Eva; Wildung, Kristi",1996-05,,,newsletters; cooperatives (business enterprises); worms; cable television,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1996may,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/303,303,145.pdf,/moscowcoop/image/145.pdf,moscowcoop0304
Community News March 1993,Moscow Food Co-op,"McPherson, Jim",,"Ruth, Paula; Burns, Ari","Palmer, Pam","Harvey-Marose, Peg; Swett, Sara; Harvey, Jeanne; Adams, Ann; Pittenger, Dean; Tathum, Susanne; Burns, Ari; Rosenthal, Mare",1993-03,,,newsletters; cooperatives (business enterprises); volunteers; bakeries (built works),"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1993mar,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/304,304,141.pdf,/moscowcoop/image/141.pdf,moscowcoop0305
Community News October 2011,Moscow Food Co-op,"London, Bill","Bedirian, George","Rate, Lucas","Prusynski, Megan","Kuhle, Andrika; Hagen-Zakarison, Sheryl; Bentley, Jamie; Mumford, Mark; Vincent, Kimberly; Wilkinson, Donal; DePhelps, Colette",2011-10,,,newsletters; cooperatives (business enterprises); chocolate; tea gardens,121 East Fifth Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2011oct,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/305,305,122.pdf,/moscowcoop/image/122.pdf,moscowcoop0306
Community News May 2000,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Perez, Tanya","Evans, Shel Lee; Flexman, Erik; Hermanson, Jim; Hoffman, Bonnie; Mumford, Mark; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",2000-05,,,newsletters; cooperatives (business enterprises); spring (season); membership lists,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2000may,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/306,306,241.pdf,/moscowcoop/image/241.pdf,moscowcoop0307
Newsletter June 1988,Moscow Food Co-op,"London, Bill",,,"Rockwood, Melissa",,1988-06,,,newsletters; cooperatives (business enterprises); institutes (organizations); fairs,"314 South Washington Street, Moscow Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1988jun,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/307,307,172.pdf,/moscowcoop/image/172.pdf,moscowcoop0308
Newsletter February 1989,Moscow Food Co-op,"London, Bill",,,"Shelly, Barbara",,1989-02,,,newsletters; cooperatives (business enterprises); bookkeeping records; oil (organic material),"314 South Washington Street, Moscow Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1989feb,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/308,308,29.pdf,/moscowcoop/image/29.pdf,moscowcoop0309
Newsletter July 1991,Moscow Food Co-op,"McPherson, Jim",,,"Palmer, Pam",,1991-07,,,newsletters; cooperatives (business enterprises); cheese; organic gardening,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1991jul,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/309,309,126.pdf,/moscowcoop/image/126.pdf,moscowcoop0310
Moscow Food Co-op News April 1976,Moscow Food Co-op,,,,,,1976-04,,,newsletters; cooperatives (business enterprises); holiday; boards of directors,610 S. Main Street,46.72996,-117.00128,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",moscowfoodcoopnews-1976-apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/310,310,139.pdf,/moscowcoop/image/139.pdf,moscowcoop0311
Storefront Perspectives,Moscow Food Co-op,,,,,,,,,newsletters; cooperatives (business enterprises); reports,610 S Main,46.72996,-117.00128,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",coop-1976-nov,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/311,311,75.pdf,/moscowcoop/image/75.pdf,moscowcoop0312
