title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
37th National Convention of the Intercollegiate Knights [20],"Chapter presidents meet with University of Idaho members during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.725449,-117.010953,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-06,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2500,2500,2501.jp2,/pg2/image/2501.jp2,pg22500
37th National Convention of the Intercollegiate Knights [21],"Contestants for queen give speeches and presentations during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729044,-117.007212,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-07,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2501,2501,2502.jp2,/pg2/image/2502.jp2,pg22501
37th National Convention of the Intercollegiate Knights [22],"A contestant for queen accepts a bouquet of flowers after being crowned  during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729061,-117.007251,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-08,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2502,2502,2503.jp2,/pg2/image/2503.jp2,pg22502
37th National Convention of the Intercollegiate Knights [23],"Contestants for queen applaud as the winner is selected during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729067,-117.007381,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-09,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2503,2503,2504.jp2,/pg2/image/2504.jp2,pg22503
37th National Convention of the Intercollegiate Knights [36],"An unidentified attendee of the 37th National Convention of the Intercollegiate Knights, a national honorary service organization, accepts an award in the Student Union Building ballroom.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.728991,-117.00742,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-10,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2504,2504,2505.jp2,/pg2/image/2505.jp2,pg22504
37th National Convention of the Intercollegiate Knights [24],"Contestants for queen applaud as the winner is selected during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729067,-117.007422,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-11,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2505,2505,2506.jp2,/pg2/image/2506.jp2,pg22505
37th National Convention of the Intercollegiate Knights [25],"New members of the Ball and Chain chapter are sworn in during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.725539,-117.010922,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-12,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2506,2506,2507.jp2,/pg2/image/2507.jp2,pg22506
37th National Convention of the Intercollegiate Knights [26],"State representative George Crookham issues the principal speech at the 37th National Convention of Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729011,-117.00733,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-13,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2507,2507,2508.jp2,/pg2/image/2508.jp2,pg22507
37th National Convention of the Intercollegiate Knights [27],"Attendees of the 37th National Convention of the Intercollegiate Knights, a national honorary service organization, gather for a closing day banquet in the Student Union Building ballroom.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.72894,-117.007278,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-14,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2508,2508,2509.jp2,/pg2/image/2509.jp2,pg22508
Gale Mix speaking at 37th National Convention of the Intercollegiate Knights [02],"Gale Mix speaks to attendees of the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.728992,-117.007202,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-15,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2509,2509,2510.jp2,/pg2/image/2510.jp2,pg22509
Contestant for queen at 37th National Convention of the Intercollegiate Knights [11],"A contestant for queen walks across the Administration Auditorium during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.725864,-117.011456,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-16,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2510,2510,2511.jp2,/pg2/image/2511.jp2,pg22510
37th National Convention of the Intercollegiate Knights [28],"Contestants for queen give speeches and presentations during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729045,-117.007383,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-17,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2511,2511,2512.jp2,/pg2/image/2512.jp2,pg22511
