title,creator,date,date is approximate?,description,subject,location,geonames,latitude,longitude,source,usfs number,publisher,identifier,format original,format,type,rights,rightsstatement,language,cdmid,objectid
"Red Fir forest below Ketchum, cabin","Tower, G. E.",1904,,"This is image is part of a report on lands proposed for addition to Sawtooth Forest Reserve by Gordon E. Tower, 1905.",national forests; pines; tree species; surveys; cabins; buildings; mountains,Sawtooth National Forest;Idaho;United States,,43.659958,-114.351969,R-4 History Files Idaho NF Boundans Box 87,56053,United States Forest Service,OGDEN91,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,852,archivalidaho852
Ritual dance site,F.C.B.,1921,,Note: This image is part of records for Bureau of Reclamation projects.,Bureau of Reclamation; reservations; native americans; indians; tribes; cultural sites,Fort Hall Reservation;Idaho;United States,,42.96457,-112.36563,NARA College Park; Still Photo Branch; RG 115 JO-Minidoka Project; Box 105,,,NARA16DC213,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,853,archivalidaho853
"Conley Seth House (front), repair work nearly complete",,1937,yes,Photo caption: 'Same house [Conley Seth] one month later. Work about complete. All Indian labor.' This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; house; repair; buildings; construction,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 51,,,NARA16DC098b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,854,archivalidaho854
Burro train loaded with supplies for Thunder Mountain starting from Boise,"Benedict, R.E.",1904,,"This is image is part of a report on the proposed Payette Forest Reserve by R.E. Benedict, 1904.",national forests; mountains; surveys; pack trains; pack strings; horses; burros; donkeys; riders; people,Boise;Idaho;United States,,43.637075,-116.179651,R-4 History Files Idaho NF Boundans Box 87,32507,United States Forest Service,OGDEN137,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,855,archivalidaho855
Hagerman Fish Hatchery,,1937,yes,"Hagerman Fish Hatchery in Gooding County, Idaho. Note: This image is part of a Work Progress Administration publicity series.",Works Progress Administration; WPA; fish; hatchery; salmon,Hagerman;Idaho;United States,,42.762946,-114.86349,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC174,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,856,archivalidaho856
"Cave near Cave Creek, Big Creek","Benedict, M.S.",1937,,A view of a Cave near Cave Creek and Big Creek in the Salmon-Challis National Forest.,national forests; caves; creeks,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness,45.134562,-114.95419,,363487,United States Forest Service,IntermtnPics37,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,857,archivalidaho857
Middle Fork of Salmon River 1,,1968,,Middle Fork of Salmon River 1,national forests; rivers,Salmon-Challis National Forest;Idaho;United States,,44.719796,-115.014607,,,,Sal13Chal175,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,858,archivalidaho858
Salmon fishers with catch near Lola Creek,"Bieler, P.S.",1939,,Photo text: 'July 1939.',national forests; fishers; fishing; salmon; fish; wildlife; cabins; people,Marsh Creek;Idaho;United States; Salmon-Challis National Forest;Idaho;United States,,44.406406,-115.171752,,,,Sal13Chal167,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,859,archivalidaho859
Pictographs near Veil Falls,"Prater, L.J.",1964,,Pictographs near Veil Falls,watershed management; tribes; pictographs; campgrounds; people; rivers; national forests,Payette National Forest;Idaho;United States; Salmon-Challis National Forest;Idaho;United States,,44.628471,-115.195328,,510225,United States Forest Service,Payette29,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,860,archivalidaho860
A view of northern Chamberlin Basin form Root Knob Lookout,,1938,,A view of the northern Chamberlin Basin form Root Knob Lookout in the Salmon-Challis National Forest.,national forests; mountains; points; peaks; landscapes; lookouts; fire lookouts,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness,44.028076,-114.601109,,355946,United States Forest Service,IntermtnPics33,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,861,archivalidaho861
Line for the garden celebration picnic,,1937,yes,Line for the garden celebration picnic. This image is part of a report regarding farm organizations among tribes in Northern Idaho and the CCC-Indian Division.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; people; gathering; food; picnic; celebration,Kamiah;Idaho;Unites States; Nez Perce Reservation;Idaho;United States,,46.36935,-115.91847,NARA DC; RG 75; E 121 Northern Idaho Agency; CCF 031; Box 47,,,NARA16DC096b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,862,archivalidaho862
Man uses fire finder at Center Mountain Lookout and man poses with dog,,1922,,"Photo text: 'Lookout shelter and Fred Gardner, lookout, on Center Mountain. Fire finder in distance. (Also view of Center Mountain.'",fire lookouts; lookouts; towers; ranger stations; peaks;  points; log; cabins; people; buildings; national forests,Payette National Forest;Idaho;United States,,45.099545,-115.23019,,,United States Forest Service,Payette80,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,863,archivalidaho863
