objectid,identifier,title,description,creator,staff,relation,date,date is approximate,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path
womenscenter437,ug71_b11_f382-032b,Fun Run [31],"A group of people, including Jill Anderson, at a table at the Fun Run finish line. Jill Anderson is bending over the table wearing a yellow lanyard.",,,,1997,yes,tables (support furniture); women; races (events),"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/436,436,264.jp2,/womenscenter/image/264.jp2
womenscenter438,ug71_b11_f382-030a,Fun Run [22],Two people smiling at the camera.,,,,1997,yes,races (events); smiling; anonymous people,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/437,437,308.jp2,/womenscenter/image/308.jp2
womenscenter439,ug71_b11_f382-034b,Fun Run [37],People walking by the camera as the Fun Run begins.,,,,1997,yes,walking; running (physical activity); races (events),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/438,438,245.jp2,/womenscenter/image/245.jp2
womenscenter440,ug71_f368-1998aprilmay,"Women's Center Vol. 26, No. 6 April-May 1998","The April-May 1998 issue of the Women's Center Newsletter, titled ""Women's Center Vol. 26, No. 6 April-May 1998.""",Women's Center,"Anderson, Jill; Palmer, Susan; Russo, Valerie",,1998-04,,safety; races (events); contests,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/439,439,43.pdf,/womenscenter/image/43.pdf
womenscenter441,ug71_b11_f382-025,Fun Run [12],A group of people line up to receive race numbers.,,,ug71_b11_f382-036d.jpg,1997,yes,races (events); waiting; tables (support furniture),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/440,440,294.jp2,/womenscenter/image/294.jp2
womenscenter442,ug71_f364-1986april,Women's Center April 1986 Programs,"The April 1986 issue of the Women's Center Newsletter, titled ""Women's Center April 1986 Programs.""",Women's Center,"McMahan, Kerrin",,1986-04,,mortality; cars (automobiles); medicine (discipline),"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/441,441,165.pdf,/womenscenter/image/165.pdf
womenscenter443,ug71_b11_f384-003,Four women standing outside the Women's Center [02],"Entangled Lives: Facing our Slaveholding Past; February 28 and 29, 1996; two copies; Four women standing outside the Tutoring and Academic Assistance Center and Women's Center. Susan Palmer (furthest left), Ann Neel (second to the left), and Betsy Thomas (furthest right) are in the photo.",,,,1996-02-28,yes,women; smiling; buildings,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/442,442,186.jp2,/womenscenter/image/186.jp2
womenscenter444,ug71_b11_f382-035a,Fun Run [39],"People line up for the start of the Fun Run. Jeannie Harvey is in the green sweatshirt and jeans, standing with the crowd.",,,,1997,yes,waiting; races (events); dogs (species),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/443,443,362.jp2,/womenscenter/image/362.jp2
womenscenter445,ug71_f364-1974oct,Women's Center Newsletter October 1974,"The October 1974 issue of the Women's Center Newsletter, titled ""Women's Center Newsletter.""",Women's Center,"P. Hobbie, Maryann",,1974-10,,testing; books; community organizations; art festivals,"Old Journalism Building, University of Idaho, Moscow, ID",46.725458,-117.010767,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/444,444,22.pdf,/womenscenter/image/22.pdf
womenscenter446,ug71_b11_f380-010,Corky Bush and Charlotte Sray,Corky Bush (left) and Charlotte Sray (right) sitting on a couch.,,,,1970,yes,women; cups (drinking vessels); lamps (lighting devices),,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/445,445,479.jp2,/womenscenter/image/479.jp2
womenscenter447,ug71_b11_f382-035c,Fun Run [41],Three women talking outside during the 1997 Fun Run. Jeannie Harvey is in the green sweatshirt.,,,,1997,,women; outside; paper (fiber product),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/446,446,317.jp2,/womenscenter/image/317.jp2
womenscenter448,ug71_b11_f379-008,Dr. Sandra Harding giving a speech,Dr. Sandra Harding giving a concument speech. She stands in front of a butterfly mural as audience members look on.,,,,1980,yes,public speaking; paintings (visual works); audiences,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/447,447,71.jp2,/womenscenter/image/71.jp2
womenscenter449,ug71_b11_f381-022b,People sitting in an audience,People sitting in an audience and watching a speaker dressed in a long black gown. There is another woman sitting near the speaker and a painted portrait in the background.,,,,,,audiences; anonymous people; paintings (visual works),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/448,448,153.jp2,/womenscenter/image/153.jp2
womenscenter450,ug71_b11_f385-009,Jama Sebald and Jill Anderson,"Jama Sebald and Jill Anderson hugging for the camera. Women's Center relocation from the Old Journalism Building to the Theatre Annex, Summer 2000.",,,ug71_b11_f381-002.jpg,2000-05,yes,women; couches (reclining furniture); buildings,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,slide,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/449,449,337.jp2,/womenscenter/image/337.jp2
