title,creator,publisher,date,date is approximate,description,subject,collection,contributing institution,publisher digital,source,listing code,identifier,format original,type,format,digitization specifications,rights,rightsstatement,language,metadata cataloger,metadata assistants,scanner technician,scanner assistants,collection administrator,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Jane Ira Bloom,Deborah Feingold,,1970,y,10 x 8 inch photograph; Jane Ira Bloom (2 duplicates),"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 25",IJC002IV,LF.IV.0274,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240817,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/518,518,519.jpg,/lfc/image/519.jpg,lfc518
Jane Ira Bloom,Deborah Feingold,,1975,y,10 x 8 inch photograph; Jane Ira Bloom (2 duplicates),"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 25",IJC002IV,LF.IV.0275,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240410,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/519,519,520.jpg,/lfc/image/520.jpg,lfc519
George Benson,,WB,1975,y,10 x 8 inch photograph; George Benson,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0276,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240047,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/520,520,521.jpg,/lfc/image/521.jpg,lfc520
David Benoit 'This Side Up',,Spindletop,1987,y,10 x 8 inch photograph; David Benoit. Label on the back of the photograph reads: David Benoit; Hermosa Beach Civic Theatre; 1987-02-14; 4th Annual Gala,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0277,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239904,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/521,521,522.jpg,/lfc/image/522.jpg,lfc521
Charlie Barnet,,Universal Pictures,1946,,"10 x 8 inch photograph; Charlie Barnet. Label on the back of the photograph reads: Charlie Barnet, Decca Recording artist, brings his popular orchestra to the screen in a new Universal musical film featurette","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0278,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240003,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/522,522,523.jpg,/lfc/image/523.jpg,lfc522
Charlie Barnet,,"Arsene Studio, New York",1950,y,10 x 8 inch photograph; [Charlie Barnet],"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0279,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239945,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/523,523,524.jpg,/lfc/image/524.jpg,lfc523
Gary Burton,,ECM/Polydor Records,1975,y,10 x 8 inch photograph; Gary Burton,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0280,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240357,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/524,524,525.jpg,/lfc/image/525.jpg,lfc524
Karen Briggs,,,1980,y,10 x 8 inch photograph; Karen Briggs posing with her violin,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0281,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240286,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/525,525,526.jpg,/lfc/image/526.jpg,lfc525
Daniele Alexander,G. W. Austin,Mercury,1989-07,,10 x 8 inch photograph; Daniele Alexander,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0282,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240337,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/526,526,527.jpg,/lfc/image/527.jpg,lfc526
Daniele Alexander,G. W. Austin,Mercury,1989-05,,10 x 8 inch photograph; Daniele Alexander,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 26",IJC002IV,LF.IV.0283,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240300,2008-07-22,2014-04-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/527,527,528.jpg,/lfc/image/528.jpg,lfc527
Steve Allen with Sol Yaged,,,1956,y,10 x 8 inch photograph; Steve Allen practicing clarinet with Sol Yaged in an office,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 27",IJC002IV,LF.IV.0284,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240380,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/528,528,529.jpg,/lfc/image/529.jpg,lfc528
Steve Allen with Sol Yaged,,,1956,y,10 x 8 inch photograph; Steve Allen practicing clarinet with Sol Yaged,"Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 27",IJC002IV,LF.IV.0285,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240406,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/529,529,530.jpg,/lfc/image/530.jpg,lfc529
"Steve Allen, Sol Yaged, and Gene Krupa",,,1956,y,"10 x 8 inch photograph; Steve Allen on the bass, Sol Yaged on the clarinet, and Gene Krupa on the drums","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 27",IJC002IV,LF.IV.0286,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668240802,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/530,530,531.jpg,/lfc/image/531.jpg,lfc530
"Steve Allen, Sol Yaged, and Gene Krupa",,,1956,y,"8 x 10 inch photograph; Steve Allen on the bass, Sol Yaged on the clarinet, and Gene Krupa on the drums","Feather, Leonard G.--Archives",Leonard Feather Jazz Collection,International Jazz Collections,University of Idaho Library,"MG 02, Box 58, Folder 27",IJC002IV,LF.IV.0287,Black & white photograph,Image;StillImage,image/jpg,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast (EpsonIT8) (vers. 6.6.0r1), Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,"Kevin Dobbins, Deborah Green, Nicholas Grove",Kevin Dobbins,Nicholas Grove,Deborah Green and Nathan Bender,,668239937,2008-07-22,2018-02-20,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lfc/id/531,531,532.jpg,/lfc/image/532.jpg,lfc531
