title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"The upper part of Main Street, Bovill, Idaho","The upper part of Main Street about 1913 or 1914. The Verdon premises are at the right, then the cobbler shop and Groh Store, with the feed storage just beyond. The schoolhouse has only one wing.",,1913,yes,utility poles; store fronts; main streets; downtowns; shoemakers; stores; schoolhouses; snow; fences;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-091,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/225,225,119.jp2,/treesgrewtall/image/119.jp2,trees225
A group of teachers and students at Bovill High School,"Individuals are indentified in caption: 'Left to right, front row: Grace White, Edith Bailey, Evadna Smith, Helen Chrystal, Kate Boyce, Ruth Briggs. Second row: Florence Greenwood, Clara Beck, Luzelle Miller, Grace Stone, Orphia Weingate, Margaret Denevan, Viola White. Third row: Mw. Parks (Supt.), Mrs. Parks (teacher), Raymond Boyce, Earl Crane, Hale Ebling, Helen Anderson, Naomi Boll, and Glen Taylor. Back row: Roy Perry, Joe Clark, Harold Anderson, and Doris Chrystal. Behind Doris is Miss Dryden, teacher.'",,1905-04-04,,group portraits; students; superintendents; teachers; formal dress; staircases;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-142,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/226,226,49.jp2,/treesgrewtall/image/49.jp2,trees226
"Bovill Hospital, Bovill, Idaho",The Bovill Hospital pictured as construction was completed.,,1911,,hospitals; porches; stairs; risers; treaders; handrails; basements; two-story buildings; windows; guardrails; columns; lumber; construction sites; siding;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-076,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/227,227,38.jp2,/treesgrewtall/image/38.jp2,trees227
"Main street, Bovill, Idaho","Buildings from right to left: Sherman House, E.K. Parker store, and a confectionary/lunch counter.",,1909,yes,main streets; men; women; children; boys; girls; boardwalks; storefronts; power lines; cables; utility poles;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-062,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/228,228,199.jp2,/treesgrewtall/image/199.jp2,trees228
A worker perches on the highline at 'Caterpillar Hill',"A worker looking down along the highline from a perch atop the rigging at the support tree. This appears to be the top end of the highline on the 'Caterpillar Hill,' near Bovill.",,1908,yes,loggers; cables; spars; perches; rigging; deflection; inclinometers; cable logging;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-183,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/229,229,33.jp2,/treesgrewtall/image/33.jp2,trees229
"Aftermath of fire in Deary, Idaho","Aftermath of a fire in Deary, Idaho in 1905. Four unidentified people stand atop rubble in the foreground.",,1905,yes,fire damage; ruins; elevators; warehouses; men; utility poles;,"Latah County, Idaho",46.799474,-116.55881,John B. Miller,pg12-230,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/230,230,150.jp2,/treesgrewtall/image/150.jp2,trees230
"At the Olson homestead southeast of Helmer, Idaho","Left to right: Kate Olson, Ruth Olson, Winnifred Olson, and Emory Olson on their homestead southeast of Helmer, Idaho",,1905,yes,families; men; women; husbands; wives; daughters; children; girls; flowers; forests; rail fences;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-051,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/231,231,190.jp2,/treesgrewtall/image/190.jp2,trees231
"Tracks following a steep grade near Bovill, Idaho","On the steep slope, the grade was nearly forty percent. Empty cars were pulled to the top and the full ones lowered by means of the wire cable which lies beside the rails.",,1910,yes,railway tracks; cables; hills; dry conifer forests;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-194,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x8 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/232,232,162.jp2,/treesgrewtall/image/162.jp2,trees232
"The Jones' house in Bovill, Idaho","Marjorie Campbell Jones' and T.P. Jones' house in Bovill, Idaho.",,1910,yes,porches; timbers; logs; chimneys; dry conifer forests; stairs; guardrails; fences;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-126,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/233,233,216.jp2,/treesgrewtall/image/216.jp2,trees233
"Indian stone tool found near Bovill, Idaho","A Native American flint tool, probably a pelt scraper used in  tannery.",,1905,yes,tools; stone tools; pelt scrapers;,"Latah County, Idaho",46.85914,-116.393984,John B. Miller,pg12-002,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/234,234,219.jp2,/treesgrewtall/image/219.jp2,trees234
"The old homestead Bovill, Idaho.'","A copy of a postcard picturing the Warren cabin, in Bovill, Idaho.",,1908,yes,homesteads; benches; fences; trees;,"Latah County, Idaho",46.85914,-116.395424,John B. Miller,pg12-013,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/235,235,149.jp2,/treesgrewtall/image/149.jp2,trees235
At Harley Benscotter's funeral,"At Harley Benscotter's funeral. Left to right: Earl Crane, Grace White, Lee Chilton, Viola White, Chester Chilton, Doris Chrystal, Joe Evans, Naomi Boll, Hale Ebling, Helen Chrystal, Glen Taylor, Luzelle Miller.",,1920,yes,funeals; ceremonies; flowers; bouquets; men; women; mourners; formal dress; barns;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-155,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/236,236,212.jp2,/treesgrewtall/image/212.jp2,trees236
Winton Lumber Company Camp on Frei Meadow,"Winton Lumber Company Camp on Frei Meadow, east of Bovill, Idaho.",,1915,yes,boxcars; flatcars; logs; timber; cabins; camps; railway tracks; dry conifer forests; men; women; fields;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-195,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/237,237,117.jp2,/treesgrewtall/image/117.jp2,trees237
Donkey engines working in the upper basin of Elk Creek,"Donkey engines working in the upper basin of Elk Creek, well above Elk River. There is a slanted log boom at the left, but its function and rigging is not entirely clear.",,1905,yes,steam engines; donkey engines; booms; cranes; enginehouses; railway tracks; flatcars; engineers; loggers; logs; timber; lumberyards; dry conifer forests;,"Clearwater County, Idaho",46.840595,-116.184371,John B. Miller,pg12-249,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/238,238,31.jp2,/treesgrewtall/image/31.jp2,trees238
Snowfall at the Bovill Hotel,"A big snowfall, seen at the Bovill Hotel. This, of April 1, 1917, is part of the heavy snow that fell in the corresponding winter. The photo also shows construction which forms the angle of the building and joins the former store (with added veranda, right) with the original hotel building (left). This central section was built in 1910 or thereabout. The 'post-office lean-to,' a structure added in 1908 on the south side of the store, does not show.",,1917-04-01,,snow; hotels; dormer windows; dormers; gables; chimneys; men; women; icicles;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-125,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4.25x5.25 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/239,239,53.jp2,/treesgrewtall/image/53.jp2,trees239
