title,description,creator,recipient,point of origin,date,date is approximate,subject,relation,latitude,longitude,digital collection,contributing institution,source,identifier,rights,rightsstatement,format original,type,digital format,language,file name,OCLC number,date created,date modified,reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Granite Rock Slide Cleanup,Railroad workers cleaning up a granite rock slide with consturction vehicles.,"Cash, Earl",,,1905,yes,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_030,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/473,473,425.jp2,/riegger/image/425.jp2,riegger473
"Letter from Hal Riegger to Todd Sullivan, June 9, 1982",Hal Riegger establishes a relationship with Todd Sullivan expressing his appreciation for his help with his book and asks if he can use his first name. He then asks to borrow his contact proofs (35mm). Riegger then asks about his other collections.,"Riegger, Hal","Sullivan, Todd",United States; California; Nevada County; Penn Valley;,1982-06-09,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_017,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,text,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/474,474,432.pdf,/riegger/image/432.pdf,riegger474
Oregon Railway & Navigation Co. Engine No. 3,"Built by Porter and Bell in 1878 formerly ""Blue Mountain"" of the Walla Walla & Columbia Railroad.",Winchester Museum,,,1878,,locomotives; engineers; railroads;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F33_001,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/475,475,340.jp2,/riegger/image/340.jp2,riegger475
Union Pacific Railroad Northwestern District Map,A map of the Oregon Division of the Northwestern District of the Union Pacific Railroad.,,,United States; Oregon;,1979-07-01,,historical maps; location maps; line-route maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/476,476,310.jp2,/riegger/image/310.jp2,riegger476
Union Pacific Train Engine 1759,"A photograph of the Union Pacific Train Engine 1759 (which worked out of Lewiston, Idaho) leased to the Camas Prairie Railroad Co.","Banks, Herb",,United States; Idaho,1905-04-22,,freight trains;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_004,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/477,477,119.jp2,/riegger/image/119.jp2,riegger477
"Tunnel No. 7, Lapwai Branch [2]",A photograph of Tunnel No. 7 on the Lapwai Branch of the Camas Prairie Railroad. This perspective shows the scaffolding of the outside of the tunnel.,"Leiterman, Ray",,,1949-08-24,,freight trains;,,46.405064,-116.805835,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_025,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/478,478,49.jp2,/riegger/image/49.jp2,riegger478
Verne Jackson Interview Transcript [2],Transcript from Hal Riegger's interview with retired Camas Prairie railroad auditor Verne Jackson.,,,,1983,yes,railroads;interviews;transcripts;auditors;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F37_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Transcipt,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/479,479,385.pdf,/riegger/image/385.pdf,riegger479
Lumber Transport Train,"A photograph of a train engine transporting lumber in Potlatch, Idaho.",Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure);,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_004,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/480,480,38.jp2,/riegger/image/38.jp2,riegger480
Large Train Crash Stops Railroad Movement [2],"A photograph of the wreckage of M.P. Train 2.5 near Lapwai, costing $5500. The amount of cargo damaged appears to be immense.",,,,1975-12-02,,freight trains;,,46.405064,-116.805835,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/481,481,323.jp2,/riegger/image/323.jp2,riegger481
Color-coded Line Map Camas Prairie Railroad [2],"Color-coded Line-Route Map of The Camas Prairie Railroad Routes, including more detailed descriptions of each railroad stop.",,,United States;Washington;Idaho,,,historical maps; location maps; line-route maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_026,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/482,482,352.jp2,/riegger/image/352.jp2,riegger482
"Letter from Ken Brovald to Hal Riegger, August 28, 1983",A letter from Ken Brovald to Hal Riegger regarding Riegger's research on the NezPerce railroad.,"Brovald, Ken","Riegger, Hal",United States;Alaska;Anchorage;,1983-08-28,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1988",MG183_F11_009,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/483,483,199.pdf,/riegger/image/199.pdf,riegger483
Passenger Train Near Reubens,"A photograph of a 'Lions Club Special' passenger train near Reubens, ID, en route to Grangeville.","Butler, Bruce",,,1960-05-01,,passenger trains;,,46.323338,-116.542361,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/484,484,33.jp2,/riegger/image/33.jp2,riegger484
Camas Prairie Engine Facilities,"A photograph of the Camas Prairie engine facilities at Lewiston, Idaho.","Sullivan, Todd",,,1976-07-26,,freight trains;,,46.400485,-117.00087,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_032,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/485,485,307.jp2,/riegger/image/307.jp2,riegger485
Passenger Train At Pullman Junction,"A photograph of Passenger Train 311 moving through the Pullman Junction. Details from the creator about the train: 'Substitute standard equipment on train 311. Since no more RPO, only baggage car is used. Very unusual is newer mainline North Coast Limited coach on rear. Note 'Y' lead track in front of first coach.'","Butler, Bruce",,,1905-05-10,,passenger trains;,,46.715463,-117.161089,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_009,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/486,486,150.jp2,/riegger/image/150.jp2,riegger486
Tunnel No. 2 and Bridge No. 19,A postcard of The Loop and Bridge No. 19 below the Lewiston-Grangeville line of the Camas Prairie Railroad.,"Bell, Lillian M.",,,1908,yes,freight trains;,,46.400485,-117.00087,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_012,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/487,487,343.jp2,/riegger/image/343.jp2,riegger487
Snake River Valley Railroad,"A photograph of the Snake River Valley Railroad, extending far into the background. The Snake River bends along to the right of the railroad, with rolling hills across the water, and cliffs and steep rock fixtrures to the left of the railroad.","Hermann, Dick",,,1969,yes,railroads (infrastructure);,,46.084487,-118.906563,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F20_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/488,488,190.jp2,/riegger/image/190.jp2,riegger488
Lower Granite Lock and Dam Construction Plan,A detailed map of the U.S. Army Engineer Districts' plan and execution of the construction of the Lower Granite Lock and Dam.,U.S. Army Engineer District,,United States; Washington;Idaho;,1974-05-28,,historical maps; location maps; line-route maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_032,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/489,489,162.jp2,/riegger/image/162.jp2,riegger489
Train 858 switching at Cottonwood,A photograph of Union Pacific Train 858 switching at Cottonwood Elevator Co.,"Sullivan, Todd",,,1976-07-26,,freight trains;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_031,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/490,490,505.jp2,/riegger/image/505.jp2,riegger490
